"link","jenis_pekerjaan","nama_perusahaan","lokasi_perusahaan","kemampuan"
"https://www.techinasia.com/jobs/2a31bcff-14b6-454c-b778-9f332d3e898a","Software Engineer","Target Media Nusantara (TMN)","Jakarta, Indonesia","Programming Web, Applications Web, Development Full-stack, Web Development, PHP, Laravel, Javascript, Databases, MySQL"
"https://www.techinasia.com/jobs/6538021d-8d92-4405-b825-abf529bf41a2","Digital Marketing Lecturer International","Purwadhika Digital Technology School","Tangerang, Indonesia (Remote)","Digital Marketing, SEO/SEM, Content Management, Content Marketing"
"https://www.techinasia.com/jobs/5d5295eb-a8e6-43d5-a45e-32fbbd7c611d","Senior Data Warehouse","Moladin Digital Indonesia","Jakarta, Indonesia (Remote)","Engineering, Data Warehouse, Python, SQL, Amazon Web Services (AWS), Airflow, Communication Skills, English Language"
"https://www.techinasia.com/jobs/42e92405-68e4-4c63-abbd-97657310452c","Senior Product Manager","Aruna","Jakarta, Indonesia","Product Strategy, Product Management, Product Development"
"https://www.techinasia.com/jobs/ae3adfc3-020b-4009-89ba-211284318a91","Product Manager","Aruna","Jakarta, Indonesia","Product Research, Programming, Product Management"
"https://www.techinasia.com/jobs/3e13a647-0828-42c0-9c04-a215dfdc6a76","Application Support Engineer Developer  - Banking Industry","SIGMATECH","Jakarta, Indonesia",".NET, SQL Server, Microsoft SQL Server"
"https://www.techinasia.com/jobs/2ad646a7-070d-4868-892b-8f1f88b9f7e1","Product Owner","Aruna","Jakarta, Indonesia","Product Strategy, Software Engineering, Product Management, User Research"
"https://www.techinasia.com/jobs/4dde6af4-e801-4d91-9e48-3c139c2fede5","Sales Manager","Purwadhika Digital Technology School","Tangerang, Indonesia","Marketing Strategy, Sales Strategy & Management, Sales & Marketing"
"https://www.techinasia.com/jobs/aa353ffa-387f-484e-bff1-9076c240c374","Faculty Member of Animation - School of Design","Bina Nusantara Group","Jakarta, Indonesia","Content Marketing, Adobe Photoshop, Digital Marketing"
"https://www.techinasia.com/jobs/411c8742-a2f4-40e1-b230-e5ea25b4a5d6","Faculty Member for Graphic Design New Media Program","Bina Nusantara Group","Jakarta, Indonesia","Adobe Photoshop, Content Marketing, Digital Marketing"
"https://www.techinasia.com/jobs/00784d80-a5f2-4feb-8f56-2849c65d2204","Community Facilitator (for SAC - Freelance)","PT Merah Cipta Media","Jakarta, Indonesia","Communication Skills, Community Management, Communications"
"https://www.techinasia.com/jobs/ff6696d6-c3ac-4fc7-b035-302967794755","Head of People & Culture","Youtap Indonesia","Jakarta, Indonesia","People Management, Operations Management, Human Resources"
"https://www.techinasia.com/jobs/8833fe0e-708d-4c1c-9c4c-df0ded63830a","Performance Marketing Specialist - Jakarta Base","Boleh Dicoba Digital","Jakarta, Indonesia","Marketing Strategy, Facebook Advertising, Google Adwords, Business Analysis, Digital Marketing, Google Analytics, Communication Skills, Marketing Communications"
"https://www.techinasia.com/jobs/834c590e-602e-4b85-8fdc-661f77febb10","Data Governance Lead","Aplikasi Super","Surabaya, Indonesia","Data Analysis, Data Management, Big Data, SQL, Tableau, Python"
"https://www.techinasia.com/jobs/b51d0703-62ac-44af-8aef-2ebef35fb122","Senior BackEnd Engineer (Remote)","TreeDots","Indonesia Bulk Terminal, Indonesia (Remote)","MySQL, Git, Amazon Web Services (AWS), Javascript, Express.js, PostgreSQL, Node.js"
"https://www.techinasia.com/jobs/8c113cce-dd85-46c3-acf2-813f2ce97252","Legal Intern","Rey.id","Jakarta, Indonesia","Legal, Communication Skills, Communications"
"https://www.techinasia.com/jobs/bafa9153-c032-4b4f-98ce-367f2189eb9a","Learning and Development Manager","Aruna","Jakarta, Indonesia","Human Resources, Training, People Management"
"https://www.techinasia.com/jobs/b6749f86-0b92-4fc2-8de5-e276bd1d7953","General Affairs - Asset Management","Aruna","Jakarta, Indonesia","Asset Management, Operations Management, Project Management"
"https://www.techinasia.com/jobs/546cd298-12a2-425d-90b4-71b2815761d3","Marketing and Community Manager","Bitlabs Academy","Tangerang, Indonesia (Remote)","Digital Marketing, Marketing Communications, Content Marketing, Event Planning, Event Management, Community Management, Social Media Marketing, Social Media Strategy, Market Research & Analysis, Marketing Strategy, Email Marketing, Internet Marketing, Go to Market, Strategy Online, Marketing Sales & Marketing Customer, Experience Customer, Relationship Management, Brand Management"
"https://www.techinasia.com/jobs/f75fa9c4-c4f1-4463-936d-99a654d2ecc8","Telesales","GREDU","Jakarta, Indonesia","Sales & Marketing, Marketing, Communications Marketing"
"https://www.techinasia.com/jobs/ebd70560-ef60-446e-bf01-530408b469fb","Cloud Consultant","NRI Indonesia","Jakarta, Indonesia (Remote)","Cloud Computing, System Administration, Network Security, Amazon Web Services (AWS), Microsoft PowerPoint"
"https://www.techinasia.com/jobs/1bed2c22-9307-44ff-a04b-09376c272efc","Technical Product Manager (for GPI)","PT Merah Cipta Media","Jakarta, Indonesia","SQL, Product Development, Communication Skills"
"https://www.techinasia.com/jobs/aa5ef5dc-3d76-4b3c-90e7-ec77b90d12c4","Data Engineer","Indocyber Global Teknologi","Jakarta, Indonesia","Software Engineering, Big Data, Data Analysis"
"https://www.techinasia.com/jobs/366b2abd-c2b2-469f-8f2d-bb653a1420d3","Pharmacist Internship","EMOS GLOBAL DIGITAL","Jakarta, Indonesia","Pharmaceutical, Microsoft Excel, Microsoft Office"
"https://www.techinasia.com/jobs/499f4088-e28d-4a2e-a68c-912d6f63b9e0",".NET Developer","Deliveree Indonesia","Jakarta, Indonesia","ASP.NET, MySQL, Software Architecture, Amazon Web Services (AWS), DevOps, SQL, C#, PostgreSQL, .NET, APIs, Information Technology, English Language, Web Architecture, MongoDB"
"https://www.techinasia.com/jobs/f78d5a09-662b-47a6-911a-e15f634a9051","Yogyakarta City Coordinator (Fresh graduates may apply)","Deliveree Indonesia","Yogyakarta, Indonesia","Business Operations, Community Management, Supply Chain Management, Operations Management, Communication Skills, Project Management"
"https://www.techinasia.com/jobs/6cdb7428-3e9c-4dca-a699-6dc65be11428","Operations Manager","Deliveree Indonesia","Jakarta, Indonesia","Business Operations, Operations Management, Project Management, Operations"
"https://www.techinasia.com/jobs/9f03b9a0-35a3-4ce6-bfdb-f2fcca7646bf","Business Development Surabaya","99 Group (99.co)","Surabaya, Indonesia","Sales & Marketing, Business Development, Communication Skills"
"https://www.techinasia.com/jobs/135df79b-f67f-4182-81ca-552a9cb2ca50","Mobile Developer","Moonlay Technology","Jakarta, Indonesia","Mobile Application, Development Android, Mobile Development"
"https://www.techinasia.com/jobs/bc9b4e1e-c70d-41d1-8b2a-e2837b3394e9","Business Development Executive Bali","99 Group (99.co)","Denpasar, Bali, Indonesia","Sales & Marketing, Business Development, Communications"
"https://www.techinasia.com/jobs/71933824-cdf2-4ec5-9887-3c5bb14933e5","Operational Staff","Purwadhika Digital Technology School","Yogyakarta, Indonesia","Operations, Communication Skills, Customer Service"
"https://www.techinasia.com/jobs/f11b010f-ee1a-479b-94fd-bbadcbcc0d14","Operational Staff","Purwadhika Digital Technology School","Bandung, Java, Indonesia","Operations, Communication Skills, Customer Service"
"https://www.techinasia.com/jobs/810e82e4-7f97-4068-9546-de578076e90e","CRM Specialist","99 Group (99.co)","Jakarta, Indonesia","Customer Relationship, Management Salesforce, CRM, Email Marketing"
"https://www.techinasia.com/jobs/f5b47949-ccd0-4a0b-9d95-33af19f906ea","Partnership Development - Influencer Implementer Team","StyleDoubler","Jakarta, Indonesia","Marketing Strategy, Digital Marketing, Communication Skills, Marketing Communications, Sales & Marketing"
"https://www.techinasia.com/jobs/c0a9705e-34f6-451b-89ca-a012967e5461","Social Media Intern","Koltiva","Jakarta, Indonesia","Social Media Strategy, Social Media Marketing"
"https://www.techinasia.com/jobs/0b88e044-2ad9-44c4-94db-f6d7d9e98245","Project Manager","Indocyber Global Teknologi","Jakarta, Indonesia","Problem Solving, Agile, Project Management, Project Management"
"https://www.techinasia.com/jobs/49567f0b-fb04-482d-ba15-08ac6c9240c1","Organization Development & Talent Management","Hypefast","Jakarta, Indonesia","People Management, Human Resources, Communication Skills"
"https://www.techinasia.com/jobs/959e08a1-0037-4415-a521-55eec0f08110","GTMT Manager","Hypefast","Jakarta, Indonesia","Analytical Skills, Communication Skills, Sales & Marketing, Business Development, Business Development & Partnerships, Marketing"
"https://www.techinasia.com/jobs/3df4d56c-1f9f-421c-9ac0-4b69928aa477","Fleet Associate","Octopus Indonesia","Jakarta, Indonesia","Operations Management, Business Operations"
"https://www.techinasia.com/jobs/1d8ca727-2beb-4715-8a7b-85ce3a377fa8","Multimedia Designer Intern","Koltiva","Jakarta, Indonesia","Multimedia Design, Photography, Video Editing"
"https://www.techinasia.com/jobs/6e25cb87-1774-4bed-8600-887aaeb85eae","PR and Partnership Intern","Koltiva","Jakarta, Indonesia","PR, Public Relations, Strategic Partnerships"
"https://www.techinasia.com/jobs/fcc62912-2856-4bba-b467-7e120583346d","Product Marketing Intern","Koltiva","Jakarta, Indonesia","Product Marketing, Marketing Internet, Marketing"
"https://www.techinasia.com/jobs/05e8ae0a-3573-4e5b-a597-29f4238cfb00","Head of People Operation","PT Merah Cipta Media","Jakarta, Indonesia","Payroll, Operations, People Management"
"https://www.techinasia.com/jobs/2bdc512e-3a5a-49ec-9879-3728726c3013","Kurir Kerry Express","MyRobin","Denpasar, Bali, Indonesia","Time Management, Distribution, Communication Skills"
"https://www.techinasia.com/jobs/1f1c0fb5-65a6-4440-a637-67e6e7d2ff2c","Kurir Kerry Express","MyRobin","Jakarta, Indonesia","Time Management, Distribution, Communication Skills"
"https://www.techinasia.com/jobs/9e22f560-4216-47cc-ae30-139de6a47ba2","Account Executive Jakarta","99 Group (99.co)","Jakarta, Indonesia","Sales & Marketing, Business Development, Communication Skills"
"https://www.techinasia.com/jobs/4b7ddb0a-94a0-4ebc-ac45-8add306d4861","Account Manager Bandung","99 Group (99.co)","Bandung, Java, Indonesia","Business Development, Communication Skills, Sales & Marketing"
"https://www.techinasia.com/jobs/261a538e-bc86-424c-9c3a-102ff16e95a0","Content Marketing Consultant","Ematic Solutions","Ho Chi Minh City, Vietnam","Marketing Strategy, Content Marketing, Digital Marketing, Marketing, Marketing Communications"
"https://www.techinasia.com/jobs/8ab6bd83-bf22-4310-97d1-afe898d5906f","Senior Software Development Engineering - Back End","Aplikasi Super","Tangerang, Indonesia","Node.js, Golang, Java, Ruby on Rails (RoR), Python, Redis, MySQL"
"https://www.techinasia.com/jobs/f4c96e98-6847-40f3-af7c-071363a6fa8e","Finance Accounting System Analyst (Oracle & Accurate)","Halodoc ID","Jakarta, Indonesia","MySQL, SQL, Oracle, Accounting, Financial Analysis"
"https://www.techinasia.com/jobs/f5adbef1-a2d9-405d-93db-c3c1d4e81133","Producer 20detik","detik.com","Jakarta, Indonesia","Creative Direction, Journalism, Media Digital"
"https://www.techinasia.com/jobs/e414903f-9854-4357-9d32-0d4551fb6eda","Warehouse Officer","Hypefast","Jakarta, Indonesia","Attention to Detail, Sales Support, Communication Skills, Data Warehouse, Logistics"
"https://www.techinasia.com/jobs/244ea1f7-436f-4b65-9f1b-89bc5d0ed958","Motion Graphic Designer","detik.com","Jakarta, Indonesia","Experience Design, Graphic Design, Interactive Design, Design Brand & Identity, Design Interaction, Design Strategy"
"https://www.techinasia.com/jobs/cad0cd1f-811c-4aef-a7b8-b632f0ede4ae","Data Scientist Intern (Remote)","AwanTunai","Jakarta, Indonesia (Remote)","Data Visualization, Python, R, Statistical Analysis"
"https://www.techinasia.com/jobs/685c5102-2cb2-429f-8b9f-6e2f0391c5c9","Live Streamer TikTok (Beauty Product)","Rocketindo","Kemayoran, Indonesia","Marketing, Sales & Marketing, Digital Marketing, Marketing Communications, Communication Skills, Social Media Marketing"
"https://www.techinasia.com/jobs/caaa940e-9d25-4cb1-9d0f-f06b4616af2f","Head of Product Operation","AKAR INTI ENTERPRISE","Jakarta, Indonesia","Business Development & Partnerships, Business Operations, MySQL, Product Launch, Javascript, Operations Management, Product Strategy, Business Analysis, Product Management, Product Design, Product Development"
"https://www.techinasia.com/jobs/5f88a722-b927-468f-aaef-21ef5fefeffa","Live Streamer TikTok (Hair Care Product)","Rocketindo","Jakarta, Indonesia","Sales & Marketing, Marketing Communications, Digital Marketing, Communication Skills, Marketing"
"https://www.techinasia.com/jobs/8543a983-acd4-4ffb-a75b-f8720dad22dd","Live Streamer TikTok (Maternity Product)","Rocketindo","Jakarta, Indonesia","Sales & Marketing, Digital Marketing, Marketing, Marketing Communications, Communication Skills"
"https://www.techinasia.com/jobs/2ede6573-6ca3-4298-9452-74571cfa085f","Quality Control Supervisor - Corn commodity (Nusa Tenggara Barat/NTB)","Jiva","Indonesia Bulk Terminal, Indonesia","Quality Control, Operations Management, Business Operations"
"https://www.techinasia.com/jobs/f1928134-c792-49cd-bc13-dd7bbd6562ac","Head of Data","DBO","Jakarta, Indonesia","Tableau, Data Analysis, Data Visualization, Data Warehouse, Data Management, Leadership"
"https://www.techinasia.com/jobs/8db1c32b-3b5b-4812-8b23-856900504f69","IT Presales Jr. Manager","AKAR INTI ENTERPRISE","Jakarta, Indonesia","Sales & Marketing, Sales Strategy & Management, Sales Support, Salesforce, Inside Sales"
"https://www.techinasia.com/jobs/8b4e885a-15a2-4b69-bc75-901ad5c8e39a","Phyton (Odoo) developer","PT Wahana Semesta Ilmu","Jakarta, Indonesia","HTML, CSS, MySQL, Javascript, PHP, CSS, HTML5, CSS3, Java, Python, jQuery, XHTML"
"https://www.techinasia.com/jobs/674f0481-9bc8-45c1-aa26-cc4c2df3cd1d","Backend Engineer (Jakarta)","Privy ID","Jakarta, Indonesia","Ruby, Golang, REST APIs, Web Services"
"https://www.techinasia.com/jobs/d03cf395-112d-4b85-a394-71b15380331f","Backend Engineer (Bandung)","Privy ID","Bandung, Java, Indonesia","Ruby, Golang, Web Services, REST APIs"
"https://www.techinasia.com/jobs/7ea53f2d-4e9e-4246-98b8-7f2f97d0b1f0","Frontend Engineer (Jakarta)","Privy ID","Jakarta, Indonesia","React.js, Vue.js, HTML, HTML, CSS, REST APIs, Scrum, Agile"
"https://www.techinasia.com/jobs/7dcd11e8-207e-4791-95d0-c03d968bf376","Frontend Engineer (Bandung)","Privy ID","Bandung, Java, Indonesia","React.js, Vue.js, HTML, HTML, CSS, REST APIs, Scrum, Agile"
"https://www.techinasia.com/jobs/224ec66f-79bc-440d-9e99-b284b28d3d04","Quality Assurance Engineer (Jakarta)","Privy ID","Jakarta, Indonesia","QA, Jira, SDLC, REST APIs, Automation Test, Automation Test Cases, Test Plans, Functional Testing, Software Testing"
"https://www.techinasia.com/jobs/9f518e94-862b-4843-9398-39b06117633e","Quality Assurance Engineer (Bandung)","Privy ID","Bandung, Java, Indonesia","QA, Automation Test, Automation, SDLC, Jira, Test Cases, Test Plans, Functional Testing, Penetration Testing, Regression Testing, Software Testing, Unit Testing, Usability Testing"
"https://www.techinasia.com/jobs/eed14f89-5f64-4eb8-a01f-1ab404408071","Technical Writer (Yogyakarta)","Privy ID","Yogyakarta, Indonesia","Technical Writing, Information Technology, Technical Support"
"https://www.techinasia.com/jobs/d005393f-a960-4726-9024-a802e18c9ecb","Technical Writer (Jakarta)","Privy ID","Jakarta, Indonesia","Technical Writing, Technical Support, Information Technology"
"https://www.techinasia.com/jobs/9d90ae0f-c73e-4bd6-8c84-cbb6269f3eff","Technical Writer (Bandung)","Privy ID","Bandung, Java, Indonesia","Technical Support, Technical Writing, Information Technology"
"https://www.techinasia.com/jobs/59174ada-d6f6-4305-b614-230a9591c1ba","UI/UX Designer (Yogyakarta)","Privy ID","Yogyakarta, Indonesia","Adobe Photoshop, Illustrator, Adobe Illustrator, Illustration HTML, HTML, CSS, Wireframing, UI/UX Design"
"https://www.techinasia.com/jobs/6c00358c-54db-4e01-a15f-9ebd15766722","Project Manager (Yogyakarta)","Privy ID","Yogyakarta, Indonesia","Functional Testing, English Language, Project Management, Agile, Project Management"
"https://www.techinasia.com/jobs/9edf88c4-ea52-4025-b289-2abb12ac819b","iOS Engineer (Yogyakarta)","Privy ID","Yogyakarta, Indonesia","iOS Development, Software, Software Architecture, Software Development, Software Engineering"
"https://www.techinasia.com/jobs/566a64c2-5b5b-439a-8673-e33ce5851457","iOS Engineer (Bandung)","Privy ID","Bandung, Java, Indonesia","Software, Software Architecture, Software Engineering, Software Development"
"https://www.techinasia.com/jobs/aa9ea1d7-f223-40e8-874b-413b3f02db60","iOS Engineer (Jakarta)","Privy ID","Jakarta, Indonesia","Software, Software Architecture, Software Engineering, Software Development"
"https://www.techinasia.com/jobs/8be92539-5f58-4920-bbe1-136bba37ea10","Android Engineer (Yogyakarta)","Privy ID","Yogyakarta, Indonesia","Android Software, Software Architecture, Software Development, Software Engineering"
"https://www.techinasia.com/jobs/c21cc449-77d1-4213-adea-f3ddd5ac2161","Android Engineer (Jakarta)","Privy ID","Jakarta, Indonesia","Software, Software Architecture, Software Development, Software Engineering, Android"
"https://www.techinasia.com/jobs/0bf74f64-8ff8-481a-b676-40742280d494","Android Engineer (Bandung)","Privy ID","Bandung, Java, Indonesia","Software, Software Architecture, Software Development, Software Engineering, Android"
"https://www.techinasia.com/jobs/38783b90-87df-415c-91ae-80d27e60e493","Product Marketing Intern","Mekari","Jakarta, Indonesia","Product Marketing, Product Research, Product Strategy, Product Management, English Language"
"https://www.techinasia.com/jobs/104c1f04-5797-447f-b2db-3bf460241057","Salesforce Developer","Rukita","Jakarta, Indonesia","Salesforce, APIs, REST, SQL Server"
"https://www.techinasia.com/jobs/97b780e0-80b0-42d7-bb25-9294f01eeb9b","UI/UX Designer","Populix","Jakarta, Indonesia","UI/UX Design, Mobile UI Design, User Interface (UI), User Interface (UI) Design"
"https://www.techinasia.com/jobs/d403cf46-a605-461d-b061-edca64514366","Product Operation","Populix","Jakarta, Indonesia","Product Development, Product Management, Product Strategy, Consumer, Products Creative, Problem Solving"
"https://www.techinasia.com/jobs/b8630c24-fc11-415b-b3ad-5de26ed683c9","Senior Human Resources","Little Joy Indonesia","Jakarta, Indonesia","People Management, Human Resources, Business Development"
"https://www.techinasia.com/jobs/8ccd676f-0209-4026-9188-6b82f13baf67","HR specialist","Little Joy Indonesia","Jakarta, Indonesia","People Management, Human Resources, Creative, Problem Solving"
"https://www.techinasia.com/jobs/1d50f22e-7e84-4ea2-bd24-68345bc25739","Account Executive","Influence ID","Jakarta, Indonesia","Marketing Strategy, Marketing Communications, Digital Marketing, Sales & Marketing, Strategic Planning, Planning Client Relations, Creative, Problem Solving, Public Speaking & Presentations, Attention to Detail"
"https://www.techinasia.com/jobs/1dcb72a9-8bdc-4be1-91a2-4fdea703abfd","Marketing Communication Associate","Hangry","Jakarta, Indonesia","Marketing Communications, Marketing Strategy, Marketing Content, Marketing Digital, Marketing Social Media, Marketing"
"https://www.techinasia.com/jobs/de6c0aa7-7aca-443f-8e84-f97453b0779b","Frontend Engineer","Advotics","Jakarta, Indonesia (Remote)","Front-end Development, Software Engineering, Vue.js, React.js, Git, Github"
"https://www.techinasia.com/jobs/541355b1-9e2d-48e1-b181-9eee837fe8f7","Senior Environmental & Social Officer","Pasifik Satelit Nusantara","Jakarta, Indonesia","Business Development & Partnerships, Microsoft Office, Communication Skills, English Language"
"https://www.techinasia.com/jobs/60274e19-9b96-4c06-a264-8a10a27f609f","Software Engineer (Java) (Remote)","AwanTunai","Jakarta, Indonesia (Remote)","Java, English Language, Cloud Computing"
"https://www.techinasia.com/jobs/e3de2a67-fd1e-4a42-8fc1-f84bd3041878","VP of SaaS Commerce","AwanTunai","Jakarta, Indonesia (Remote)","Management Business, Analysis, Leadership, Budgeting"
"https://www.techinasia.com/jobs/00e62506-7d78-46dc-981b-848fcf674ab4","Training Materials Specialist","Hangry","Tangerang, Indonesia","People Management, Human Resources, Microsoft Office, Training"
"https://www.techinasia.com/jobs/c4d01d02-3b97-4ee2-82c5-059305b0e526","Risk Management Associate","Hangry","Jakarta, Indonesia","Risk Management, Microsoft PowerPoint, Risk Analysis, Microsoft Excel"
"https://www.techinasia.com/jobs/2708ebd8-0283-4ba5-a3a5-7c485cef636e","Customer Success Officer","Koltiva","Jakarta, Indonesia","Business Development, Customer Relationship, Management Sales & Marketing"
"https://www.techinasia.com/jobs/3498bd14-7e5f-486f-9012-c91287bea136","Reseller & Partnership Intern","Little Joy Indonesia","Jakarta, Indonesia","Sales & Marketing, Business Development, Digital Marketing, Business Development & Partnerships, Marketing Communications, Communication Skills, Marketing Strategy"
"https://www.techinasia.com/jobs/c3f93275-210e-4f1f-adc7-245170ea68fe","Event Specialist","Female Daily Network","Jakarta, Indonesia","Event Management, Event Planning, Communication Skills"
"https://www.techinasia.com/jobs/bf6f13a7-86af-47f0-a745-0a23fb5acc10","Event Operations Support (Event Admin)","Female Daily Network","Jakarta, Indonesia","Attention to Detail, Microsoft Excel, System Administration"
"https://www.techinasia.com/jobs/7ba9c85b-bf2b-439b-90f6-c4f60f059c69","Product Specialist","FOOM Lab Global","Jakarta, Indonesia","Project Management, Product Strategy, Product Marketing, Product Management"
"https://www.techinasia.com/jobs/393f33e3-f750-45d5-9c39-de39f50daada","Finance and Accounting Analyst","Hangry","Jakarta, Indonesia","Corporate Finance, Accounting, Microsoft Office, Financial Analysis"
"https://www.techinasia.com/jobs/a270f0ae-5e41-48a5-a2c0-3baf8218839d","Customer Success Assistant","Astra Financial","Jakarta, Indonesia","Data Entry, Sales, Microsoft Excel"
"https://www.techinasia.com/jobs/3fae290f-9dac-4587-9fec-2cf9b428bc96","Risk Analytics","KoinWorks","Jakarta, Indonesia","Risk Management, SAS, Python, SQL, R, Risk Analysis"
"https://www.techinasia.com/jobs/4c06b2af-0d54-42e8-b821-1e3fa35cff4b","Content Strategist (Youtube)","Female Daily Network","Jakarta, Indonesia","Content Management, Content Creation, Content Strategy, Communication Skills, Project Management"
"https://www.techinasia.com/jobs/c1702dd8-2d01-4bc2-bc11-dc43db14499d","Senior Real Estate Consultant","Propseller","Singapore, Singapore","Sales Strategy & Management, Real Estate, Sales & Marketing"
"https://www.techinasia.com/jobs/9da47efb-a183-4361-827d-8eebf27d70bd","Real Estate Consultant","Propseller","Singapore, Singapore","Sales, Real Estate, Sales & Marketing"
"https://www.techinasia.com/jobs/cb4bbb89-6479-4df0-b622-7f9975819af0","Recruiter","Propseller","Singapore, Singapore (Remote)","Human Resources, Recruiting, Communication Skills"
"https://www.techinasia.com/jobs/72a21944-2e87-4da5-970e-d43ad167234d","Senior Recruiter","Propseller","Singapore, Singapore (Remote)","Human Resources, Recruiting, Communication Skills, Communications"
"https://www.techinasia.com/jobs/c8252277-4a42-4527-ba22-2061dad97566","CSO / VP of Sales","Propseller","Singapore, Singapore (Remote)","Management, Business Development, Sales & Marketing"
"https://www.techinasia.com/jobs/20df5e77-a889-4db4-85ff-40ebe67d0e36","CTO / VP of Engineering","Propseller","Singapore, Singapore (Remote)","Engineering, Software Engineering, Software"
"https://www.techinasia.com/jobs/dd390793-398c-4e7f-bc79-40283688a2dd","Senior Backend Engineer - BRAVO Division","BFI Finance Tbk","Tangerang, Indonesia (Remote)","Java, Golang, Spring, Node.js"
"https://www.techinasia.com/jobs/e8f4342d-a87a-411c-9538-797f7f064961","Site Reliability Engineer - BRAVO Division","BFI Finance Tbk","Tangerang, Indonesia (Remote)","Jenkins, Amazon Web Services (AWS), Github, Cloud Computing"
"https://www.techinasia.com/jobs/7d5b012f-6916-4c30-9a1d-7c8216b068c8","Technical Lead - Bravo Division","BFI Finance Tbk","Tangerang, Indonesia (Remote)","React.js, Jenkins, Java, Golang, AngularJS, Spring"
"https://www.techinasia.com/jobs/10f09b01-2fe3-46d4-b8b2-9eb05d32a39e","Pricing Analyst Intern","Propseller","Singapore, Singapore (Remote)","Google Apps, Analytics, Analytical Skills"
"https://www.techinasia.com/jobs/a19c2d92-edb2-41ec-9253-37e6bcccc446","Senior QA Engineer - BRAVO Division","BFI Finance Tbk","Tangerang, Indonesia (Remote)","QA, Javascript, Selenium, Software Testing, Regression Testing"
"https://www.techinasia.com/jobs/6cf2c0f3-e9cf-4d27-8b8b-5462648eb556","Senior Frontend Engineer - BRAVO Division","BFI Finance Tbk","Tangerang, Indonesia (Remote)","React.js, CSS, Front-end Development, HTML"
"https://www.techinasia.com/jobs/1cf6e2f8-9bbc-4bb1-ac7a-eec367048e91","Inside Sales Consultant","Propseller","Singapore, Singapore","Inside Sales, Sales Support, Sales & Marketing"
"https://www.techinasia.com/jobs/2bb3be77-92e0-4bec-b3e9-3d7b1fcfda42","Digital Product Owner","BFI Finance Tbk","Tangerang, Indonesia","SQL, Jira, Product Management"
"https://www.techinasia.com/jobs/9fd8d4c3-c637-4d80-ad3f-977245b22a1b","Head of Growth Marketing","Propseller","Singapore, Singapore (Remote)","Marketing Strategy, Content Marketing, Digital Marketing, Analytical Skills, Marketing Sales & Marketing"
"https://www.techinasia.com/jobs/a78835e7-1bad-46f4-8e6b-89dce7bbcded","Sales Manager","Propseller","Singapore, Singapore (Remote)","Sales Strategy & Management, Sales, Sales Support, Sales Training, Sales & Marketing"
"https://www.techinasia.com/jobs/eadcf256-0d1c-4d86-a825-5429046d2c9f","Client Succes Executive","Propseller","Singapore, Singapore (Remote)","Customer Experience, Customer Service, Customer Relationship Management"
"https://www.techinasia.com/jobs/15829ff8-2b60-4037-8d7c-70d6e1bdcc3a","Customer Service Executive (Singapore)","Propseller","Singapore, Singapore (Remote)","Customer Experience, Customer Service, Customer Relationship Management"
"https://www.techinasia.com/jobs/37fe735c-f88b-4482-b911-0dfeb01435eb","Customer Service Executive (Penang - English)","Propseller","Penang, Malaysia","Customer Service, Thai Language, Communication Skills"
"https://www.techinasia.com/jobs/c36035d8-19f2-4196-94d5-f7f91c00f91a","Customer Service Executive (KL, English)","Propseller","Kuala Lumpur, Malaysia","Customer Service, Thai Language, Communication Skills"
"https://www.techinasia.com/jobs/8db86256-6837-45dc-913e-97b2bd04a17b","CEO team","99 Group (99.co)","Jakarta, Indonesia","Management Business Analysis, Business Development, Product Management, Communication Skills, Marketing Management, Marketing, Communications"
"https://www.techinasia.com/jobs/822bca6e-24ce-47a9-ab8a-9e21582576de","Senior Manager - Property Fintech (Financial Business)","99 Group (99.co)","Jakarta, Indonesia","Business Development & Partnerships, Investment Banking, Business Analysis, Business Development, Sales & Marketing"
"https://www.techinasia.com/jobs/7e2c6f35-6749-428d-811f-968fc3660d67","IT Project Management Officer","PT Mitramas Infosys Global","Jakarta, Indonesia","Business Analysis, Project Management, Planning"
"https://www.techinasia.com/jobs/7f2e6098-b219-47f3-b4c1-ea28bb32aeba","Creative Producer","Female Daily Network","Jakarta, Indonesia","Project Management, Creative Direction, Content Management, Content Strategy"
"https://www.techinasia.com/jobs/ab5ccbee-36a4-461b-a52a-70cd4428b3de","Thumbnail Graphic Designer (YouTube Thumbnail)","Female Daily Network","Jakarta, Indonesia","Graphic Design, Adobe Photoshop, Adobe Creative Suite, Adobe Indesign, Adobe Illustrator"
"https://www.techinasia.com/jobs/53d58f07-0192-4925-9094-eab61e003f30","Product Design Lead","PT WIR Asia Tbk","Jakarta, Indonesia","Product Design, Product Strategy, Product Development, Product Management"
"https://www.techinasia.com/jobs/552ae83d-8f4a-4a97-9ec1-9993d8e37899","Head of Product - Lending Products","KoinWorks","Jakarta, Indonesia","Product Strategy, Product Management, Product Design, Product Development"
"https://www.techinasia.com/jobs/c1784032-aecf-4609-8563-2f05cd53b817","Social Media & Content Manager for Girls Beyond of Female Daily","Female Daily Network","Jakarta, Indonesia","Social Media Marketing, Social Media Strategy, Social Media, Content Creation, Content Management, Content Marketing, Content Strategy"
"https://www.techinasia.com/jobs/d2affb5f-7a89-4e31-a747-26ef2f9258df","Brand Supervisor","Aplikasi Super","Surabaya, Indonesia","Branding, Brand & Identity, Design Brand, Management Brand, Design & Strategy"
