"link","jenis_pekerjaan","nama_perusahaan","lokasi_perusahaan","kemampuan"
"https://www.techinasia.com/jobs/f0874914-22e0-4135-bdc8-4b4c9214191b","Downstream Engineer - Banking Company","SIGMATECH","Jakarta, Indonesia",".NET, SQL Server, Cloud Computing, Amazon Web Services (AWS), Tableau"
"https://www.techinasia.com/jobs/58ce86af-a479-468b-b2ea-10304108c751","IT Support","KoinWorks","Jakarta, Indonesia","Routers, Troubleshooting, Technical Support"
"https://www.techinasia.com/jobs/448906af-0cfa-4b94-831f-054f2e9307c1","Testing Specialist (Coordinator) - Banking Company","SIGMATECH","Jakarta, Indonesia","Software Testing, Problem Solving ,Analytics & Reporting"
"https://www.techinasia.com/jobs/92dca48d-1a2c-4fe5-9eb1-8d4bff91634f","Software Engineer","Advotics","Jakarta, Indonesia (Remote)","Java, Python, Javascript, PHP"
"https://www.techinasia.com/jobs/ececafd7-1da5-4729-9e12-1d8cb26866a1","Associate Product Manager","PT Mitramas Infosys Global","Jakarta, Indonesia","Business Analysis, Requirements Analysis, Product Management, Product Design, Product Development"
"https://www.techinasia.com/jobs/f646098b-8502-48f2-8c2f-b41e30a1bc18","Technical Operation Manager","Jala Tech","Sleman, Indonesia","Business Development & Partnerships, Leadership, Communications"
"https://www.techinasia.com/jobs/a763e003-c60a-4376-aae2-d0fb24e2cbf4","Farm Technician","Jala Tech","Cirebon (Tjeribon), Indonesia","Analytical Skills, Communication Skills, Project Management"
"https://www.techinasia.com/jobs/d9c2ce07-0343-49ce-b324-d9cbf1054359","Data Analyst","Jala Tech","Yogyakarta, Indonesia","Analytical Skills, Data Analysis, Communications"
"https://www.techinasia.com/jobs/64a386a6-1bdb-4062-9e60-fb2a330fafbf","Fullstack Engineer","Jala Tech","Yogyakarta, Indonesia","Laravel, PHP, Vue.js"
"https://www.techinasia.com/jobs/a05c66c8-ebda-436d-b25c-9d9f571bd845","Brand Manager","Jala Tech","Yogyakarta, Indonesia","Marketing Communications, Sales & Marketing, Project Management"
"https://www.techinasia.com/jobs/5974d1f4-4488-4f95-87b2-fcf9e3b017cb","Graphic Designer","Jala Tech","Sleman, Indonesia","Adobe Illustrator, Graphic Design, Adobe Photoshop, Design"
"https://www.techinasia.com/jobs/1cdae855-1721-41d0-ac2e-574a0bf79d52","Machine learning engineer (Computer vision)","Umitron","Singapore, Singapore (Remote)","Computer Vision, Machine Learning, OpenCV, Amazon Web Services (AWS)"
"https://www.techinasia.com/jobs/1dff6b9b-add7-40e6-b602-051463f79155","Machine learning engineer （ML Ops）","Umitron","Singapore, Singapore (Remote)","Amazon Web Services (AWS), OpenCV, Machine Learning"
"https://www.techinasia.com/jobs/1579dac8-c388-433b-9f44-326d980e8bb9","Head of Global finance /Candidate","Umitron","Singapore, Singapore (Remote)","Fundraising Venture, Fundraising Corporate, Finance Investment, Banking"
"https://www.techinasia.com/jobs/88d9c56f-8fb1-46c6-ac77-d1f0b24791c5","Telesales","Mekari","Jakarta, Indonesia","Sales & Marketing, Sales Business, Development Marketing"
"https://www.techinasia.com/jobs/05298e60-17a8-4ea6-bb42-730610ffa5b7","Sr. Community Manager","Avarik Saga","Jakarta, Indonesia (Remote)","Community Management, Customer Service, Customer Development, Customer Relationship, Management Marketing"
"https://www.techinasia.com/jobs/be16f50c-ff05-4143-8dfb-3b52362fe2e9","Data Operation Intern","UENA","Jakarta, Indonesia","Attention to Detail, Databases. Data Entry, Microsoft Office, Typing"
"https://www.techinasia.com/jobs/cd350b83-2744-4188-92b2-f82a4a07a804","Sr. Digital Strategist (for GDP Network)","PT Merah Cipta Media","Jakarta, Indonesia","Strategic Planning, Project Management, E-commerce, Content Marketing, Product Marketing, Digital Marketing, Marketing Strategy"
"https://www.techinasia.com/jobs/4b556a06-845d-4e8f-8120-0218cfd03105","Senior QA & Test Engineer","UPBOND","Jakarta, Indonesia (Remote)","Test Plans, QA, Usability Testing, Software Testing, Test Cases, Functional Testing"
"https://www.techinasia.com/jobs/387b5000-c28f-468e-aa91-f9955c1db0d4","Senior Unity Developer","Avarik Saga","Jakarta, Indonesia (Remote)","UI/UX Design, Unity3D, Game Design"
"https://www.techinasia.com/jobs/7afb10e7-0466-4d6e-803b-20b93500e382","Sales Executive Intern (IbuSibuk)","SIRCLO","Tangerang, Indonesia","Business Development, Communication Skills, Marketing Communications, Sales & Marketing"
"https://www.techinasia.com/jobs/7b7baae4-6b6d-4be6-93c9-13369612cf2a","Technical Lead - Plantation Company","SIGMATECH","Jakarta, Indonesia","Node.js, PHP, Spring, Oracle, PostgreSQL, Agile, Software Development, Scrum, Linux, Unix"
"https://www.techinasia.com/jobs/7aa3554a-36cd-4c76-8f19-aecc2fadd365","Compliance Circle Lead","Tunaiku","Jakarta, Indonesia","Compliance, Analytical Skills, Team Leadership"
"https://www.techinasia.com/jobs/4a105f48-dab8-408a-957d-35ff774c87ec","Backend Developer (Strong SQL) - Insurance Company","SIGMATECH","Jakarta, Indonesia","Git, SQL, Laravel, Web Development, HTML, CSS, Bootstrap, Javascript, AJAX, jQuery, SQL Server, NoSQL, MongoDB"
"https://www.techinasia.com/jobs/b84ff3c3-52f2-4903-bab7-21da5338656b","Digital Marketing","Orely","Sukabumi, Indonesia","Marketing, English Language, Copywriting, Digital Marketing, Marketing Strategy, Marketing Communications"
"https://www.techinasia.com/jobs/5574b80b-1fc8-43af-9424-8b7efc747694","Pricing Analyst","Lion Parcel","Jakarta, Indonesia","Data Visualization, Python, Data Science, SQL, Pricing Strategy, Data Analysis"
"https://www.techinasia.com/jobs/e7066f7d-a20d-4f15-a1a6-81c1c575f8df","Strategic Partnership","Mekari","Jakarta, Indonesia","Marketing, Communications Marketing, Management Marketing, Strategy Marketing, Email Marketing, Internet Marketing, Product Marketing, Online Marketing, Sales & Marketing, Social Media Marketing, Content Marketing, Digital Marketing"
"https://www.techinasia.com/jobs/02225ea7-2a90-4c30-956c-0b1e4a15d4d3","Field Team Recruiter","CrediBook","Jakarta, Indonesia","Sales & Marketing, Sales Strategy & Management, Recruiting"
"https://www.techinasia.com/jobs/d2c57f7d-8976-4008-8edc-c601188d2e5a","iOS Developer","PT Erajaya Swasembada Tbk.","Jakarta, Indonesia","iOS Development, Android, iOS, Design"
"https://www.techinasia.com/jobs/b3d43368-7d78-4b56-bbe2-7b0ebd302326","Head of Product Design","Amartha","Jakarta, Indonesia (Remote)","UI/UX Design, Design Research, Product Design"
"https://www.techinasia.com/jobs/d67f92c3-dcbd-47c1-83da-e2ff3ac18bd4","Sr Backend Engineer (Golang)","Amartha","Jakarta, Indonesia (Remote)","Backend Development, Java, Golang"
"https://www.techinasia.com/jobs/a4b35585-961f-4706-a8c7-ffaaf141a311","Product Manager","Rukita","Jakarta, Indonesia","Product Development, Product Research, Product Management, Product Strategy"
"https://www.techinasia.com/jobs/87249e84-11ac-4e24-96a0-6081d11bef76","Sr Lead Product Manager","Amartha","Jakarta, Indonesia (Remote)","Product Management, Agile, Team, Leadership"
"https://www.techinasia.com/jobs/7c508fb5-2cd7-499f-abda-7c1636e639ed","Head of Engineering","Amartha","Jakarta, Indonesia (Remote)","Engineering, SaaS, APIs, Cloud Computing"
"https://www.techinasia.com/jobs/14bae737-ad13-4f17-b8c3-512e4f15b224","Sr Site Reliability Engineer","Amartha","Jakarta, Indonesia (Remote)","Infrastructure, DevOps, Cloud Computing"
"https://www.techinasia.com/jobs/d17fad6e-4ea6-4105-a01d-0d9972f00068","Business Development Representative","Tech in Asia","Singapore, Singapore (Remote)","Business Development, Sales & Marketing, Business Development & Partnerships"
"https://www.techinasia.com/jobs/b11eac3a-7742-4955-9c19-a1b93eeae36b","Quality Assurance Engineer","PT YES DOK INDONESIA","Jakarta, Indonesia","MySQL, jQuery, Mobile Usability Testing, Software Testing, Functional Testing, Regression Testing"
"https://www.techinasia.com/jobs/2802ab33-67bf-460c-926d-adfec5a342a4","UI Designer Internship","Boleh Belajar","Bandung, Java, Indonesia","UI/UX Design, Brand & Identity, Design Mobile UI, Design Software, Design Interface"
"https://www.techinasia.com/jobs/0aef02fb-b162-49ec-bb63-52c166d66c86","Content Writer Internship","Boleh Belajar","Bandung, Java, Indonesia","Writer, SEO, Copywriting, Copywriting & Editing"
"https://www.techinasia.com/jobs/3ee64ad4-837d-4286-bd67-f5d37b1e2e94","B2B Sales Representative","PT Virtue Digital Indonesia","Jakarta, Indonesia","Sales & Marketing, SaaS, Business Development, Business Development & Partnerships, Marketing Communications, Marketing Sales, Strategy & Management, Communication Skills, Presentation Skills"
"https://www.techinasia.com/jobs/3fe3af68-0458-4815-8f72-86f744dc98ce","Performance Marketing Analyst","MIFX Indonesia","Jakarta, Indonesia","Sales & Marketing, Digital Marketing, Marketing Communications, MySQL, HTML5, CSS3, Marketing Strategy, Google Analytics, Product Marketing"
"https://www.techinasia.com/jobs/1cc4cc74-65bc-49c6-8932-8a5fc6774577","Product Growth Strategy","MIFX Indonesia","Jakarta, Indonesia (Remote)","Microsoft PowerPoint, Product Strategy, Analytics & Reporting, SQL, Microsoft Excel, Artificial Intelligence (AI)"
"https://www.techinasia.com/jobs/57582716-3a5a-469f-b9a5-2b2e719615b6","Product Owner","MIFX Indonesia","Jakarta, Indonesia","Product Research, Product Launch, Product Strategy, Product Management, Product Development"
"https://www.techinasia.com/jobs/4694e181-7545-4382-bbf1-aa00119b9740","UX Designer","MIFX Indonesia","Jakarta, Indonesia","UI/UX Design, User Interface (UI), User Interface (UI), Design User Experience (UX) ,User Experience (UX) Design, Adobe Photoshop, Adobe Illustrator"
"https://www.techinasia.com/jobs/c0637169-8208-4abd-b1e2-c1a844902fc0","Application Support Engineer Lead - Banking Industry","SIGMATECH","Jakarta, Indonesia","Jira, Vendor Management, Product Development, Product Management, Business Development, Business Development & Partnerships, Business Management, Business Planning, Business Plan, Business Strategy, New Business Development, Business Analysis, Project Management, .NET, SQL Server, SQL, SQLite, Microsoft SQL Server, MySQL, PostgreSQL, Software Engineering, Engineering, Hardware Engineering"
"https://www.techinasia.com/jobs/4e4c3b15-614e-4c7b-a2e3-d73a95126366","STAFF IT","PT Swakarya Insan Mandiri","Jakarta, Indonesia","Business Analysis, Python, MySQL, Javascript"
"https://www.techinasia.com/jobs/67210bd6-50d1-4c99-8859-b565fb541969","Agribisnis Project Supervisor","PT Bimasakti Multi Sinergi","Surabaya, Indonesia","Marketing Strategy, Business Development, Communication Skills, Project Management"
"https://www.techinasia.com/jobs/33f2b2d3-8516-4842-8235-1203d5b63e76","Customer Service Representative","Tunaiku","Jakarta, Indonesia","Customer Service, Call Center, Communications"
"https://www.techinasia.com/jobs/f508a24b-8ae1-4d74-8aa6-27596abde5d5","Technical Account Manager","Qiscus","Indonesia Bulk Terminal, Indonesia","Sales, Strategy & Management Sales, Sales Support"
"https://www.techinasia.com/jobs/b0fdf2b4-1084-4a19-8ea1-f9a787ccbb5e","Software Quality Assurance Automation Engineer","Koltiva","Jakarta, Indonesia","Test Automation, Selenium, APIs"
"https://www.techinasia.com/jobs/1b9f858c-15ba-4157-8ac9-0b0561a5ecad","Host Livestream","BeautyHaul (Somethinc)","Jakarta, Indonesia","Communication Skills, Sales Strategy & Management"
"https://www.techinasia.com/jobs/c5669d99-3696-4060-812c-f16da5d005ed","Web Developer","Koltiva","Yogyakarta, Indonesia","PHP, Javascript, MySQL"
"https://www.techinasia.com/jobs/7e1b9d60-fbc6-43b1-ad5c-3ae66437cc4c","Account Manager","Topremit","Medan, Sumatra, Indonesia","Communication Skills, Marketing Strategy, English Language, Negotiation"
"https://www.techinasia.com/jobs/fc47d6ef-8d19-4d85-b6f2-06f54b3d917a","Product Marketing Intern","Koltiva","Jakarta, Indonesia","Marketing, Product Management, Marketing Strategy"
"https://www.techinasia.com/jobs/b55bcb69-a197-4436-8eb2-99cd90a9d52d","Public Relation & Event Intern","Koltiva","Jakarta, Indonesia","Marketing Communications, Communication Skills ,Marketing Strategy"
"https://www.techinasia.com/jobs/622aa2f8-bacf-4198-8ed1-0e74b8914393","Graphic Design Intern","Koltiva","Jakarta, Indonesia","Marketing, Content Marketing, Marketing Communications"
"https://www.techinasia.com/jobs/d856fb23-2a08-4c60-91c4-9002e2e45e53","Brand General Manager","Hypefast","Jakarta, Indonesia","Product Marketing, Marketing Strategy, Social Media Marketing, Digital Marketing, Marketing Management, Online Marketing, Relationship Building, Communication Skills"
"https://www.techinasia.com/jobs/3944e080-ff6a-4879-a55a-c9c12c4cea87","Multimedia Designer Intern","Koltiva","Jakarta, Indonesia","Marketing Communications, Communication Skills"
"https://www.techinasia.com/jobs/a1a687e7-4dd6-4b36-a057-71c1d3a0bbbe","Product Manager","Klinik Pintar","Jakarta, Indonesia","Product Management, Product Development, Agile, Project Management, SaaS"
"https://www.techinasia.com/jobs/3f9abece-9d2c-4920-968f-8a82f9f78e63","Social Media Intern","Koltiva","Jakarta, Indonesia","Marketing Strategy, Content Marketing, Communication Skills, Marketing Communications"
"https://www.techinasia.com/jobs/5db92ac2-101e-4fed-bed5-88ce50a47532","Backend Developer","AiChat","Yogyakarta, Indonesia","PHP, Cassandra, Node.js"
"https://www.techinasia.com/jobs/1eec2d2a-47d4-4f67-bad8-1506276dcbfc","Senior / Lead PHP & NodeJS Developer","AiChat","Jakarta, Indonesia","React.js, Laravel, PHP, Node.js"
"https://www.techinasia.com/jobs/0a1153f9-6b84-4bb1-addf-dc6d1aa8eddb","Database Administrator","Waresix","Jakarta, Indonesia (Remote)","MySQL Databases, Amazon Web Services (AWS), SQL Server, Shell, Scripting, SQL, PostgreSQL"
"https://www.techinasia.com/jobs/6e16286f-8f2b-4747-9a06-aa6c75c44348","Growth Manager","Rukita","Jakarta, Indonesia","Creative Direction, Content Marketing, Digital Marketing, Communication Skills, Creative, Problem Solving, Content Creation, Content Strategy"
"https://www.techinasia.com/jobs/8c03323c-131a-4143-9bc8-90ebea63bd0a","Solution Architect (Android)","Moladin Digital Indonesia","Jakarta, Indonesia (Remote)","Software Engineering, Electrical Engineering, Information Technology, Android, Java, APIs, iOS Development, Problem Solving, Analytical Skills, English Language"
"https://www.techinasia.com/jobs/3d3fc273-160b-4a78-8990-76b75f045401","Tech Lead","AiChat","Yogyakarta, Indonesia","React.js, Laravel, PHP"
"https://www.techinasia.com/jobs/599a32f0-f815-44a1-a1d6-562522c79614","Backend Developer (PHP node.js)","AiChat","Jakarta, Indonesia","Laravel, PHP Node.js"
"https://www.techinasia.com/jobs/2e73fc15-d5a0-4ad4-9915-668e5c3313b3","Solution Architect (Backend)","Moladin Digital Indonesia","Jakarta, Indonesia (Remote)","Software Engineering, Electrical Engineering, Information Technology, Backend Development, Javascript, Python, Node.js, PostgreSQL, MySQL, MongoDB, Redis, REST APIs, Problem Solving, Analytical Skills, English Language"
"https://www.techinasia.com/jobs/3b45ecbf-3dc5-461f-9768-3af0e2a81727","Senior Backend Developer","AiChat","Jakarta, Indonesia","React.js, Laravel, PHP"
"https://www.techinasia.com/jobs/3c943ed8-54c7-4af6-b1f9-ae55d98c00f1","Frontend Developer","AiChat","Yogyakarta, Indonesia","React.js, Javascript, HTML5, CSS3"
"https://www.techinasia.com/jobs/1519ab28-a935-443c-bbc8-d1987a78ab33","Frontend Developer","AiChat","Jakarta, Indonesia","React.js, Javascript, HTML5, CSS3"
"https://www.techinasia.com/jobs/15a67aa7-2df7-426c-b90d-653f607a16b2","Solution Architect (Frontend)","Moladin Digital Indonesia","Jakarta, Indonesia (Remote)","Software Engineering, Electrical Engineering, Information Technology, Front-end Development, Javascript, HTML, CSS, React.js, Redux, Debugging, Web Development, Layout SEO, REST APIs, Problem Solving, Analytical Skills, English Language"
"https://www.techinasia.com/jobs/c2b6c2ac-820f-43d9-9e92-b4b27c2adc34","Technical Delivery Manager","AiChat","Jakarta, Indonesia","Product Development, Agile, Project Management, Project Management"
"https://www.techinasia.com/jobs/359ffddb-2b20-4f02-a2fe-5ecb6bf8568a","DevOps Engineer","AiChat","Jakarta, Indonesia","Infrastructure, Test Automation, Jenkins"
"https://www.techinasia.com/jobs/ec383975-5805-4835-a8b8-401601c6b15c","Backend Developer","AiChat","Jakarta, Indonesia","Laravel, PHP, Node.js"
"https://www.techinasia.com/jobs/0903ade2-a7f1-4611-a8e5-6a3b9dcf4ed1","SAP Developer","Avows Technologies","Jakarta, Indonesia","SAP, C, C++, C#"
"https://www.techinasia.com/jobs/e0bccd8e-7a00-47fc-b5e7-05727f8b473c","Technical Delivery Manager","AiChat","Jakarta, Indonesia","Product Development, Agile, Project Management, Project Management"
"https://www.techinasia.com/jobs/e71994af-e2d7-4b8d-ac72-10709707ee1a","Senior QA Engineer","AiChat","Jakarta, Indonesia (Remote)","Test Plans, Test Automation, QA, Unit Testing, Test Cases, Functional Testingm Regression Testing"
"https://www.techinasia.com/jobs/04b03e07-8a60-4aea-953a-d1f0249bef0d","Finance Officer","Aruna","Jakarta, Indonesia","Corporate Finance, Accounting, Account Management"
"https://www.techinasia.com/jobs/0fa58d13-6fd2-4d8d-a3ee-0f25d84baaca","Marketing Analytics","Whiz (YC W22)","Jakarta, Indonesia","Analytics & Reporting, SQL, Google Analytics, Business Intelligence"
"https://www.techinasia.com/jobs/e9dd63b5-a4b3-4395-80e6-0f30e35b7c3a","Corporate Finance Analyst","Aruna","Jakarta, Indonesia","Corporate Finance, Financial Modelling & Valuation Financial, Analysis"
"https://www.techinasia.com/jobs/49130d7a-1e9f-4726-aa0a-cdc355b2419e","Telemarketing","HashMicro","Yogyakarta, Indonesia","Sales & Marketing, Communication Skills, Marketing Communications"
"https://www.techinasia.com/jobs/f5c9a591-fa28-4238-a509-f2776a1c8163","Project Management Office","Aplikasi Super","Tangerang, Indonesia","Project Management, Project Leader, Strategic Planning"
"https://www.techinasia.com/jobs/4a679170-3f41-4741-9a40-8641e448717d","Procurement Staff","Little Joy Indonesia","Jakarta, Indonesia","Procurement, Purchasing, Negotiation, Communications"
"https://www.techinasia.com/jobs/8bdc584a-69d4-4b50-a6a6-2a7a7971dac2","SEO Specialist","Rukita","Jakarta, Indonesia","Digital Marketing, SEO, SEO/SEM, Content Creation, Creative, Writing, Copywriting"
"https://www.techinasia.com/jobs/f4bee50f-2c5a-40f6-b9e3-dc7759b7c2b8","Principal Backend Engineer","Amartha","Jakarta, Indonesia (Remote)","Golang, System Design, Project Management"
"https://www.techinasia.com/jobs/411e83e6-4425-4094-bfb3-c40d56a45103","Senior Public Policy & Government Relation Specialist","Aplikasi Super","Surabaya, Indonesia","Negotiation, Project Management, Communication Skills"
"https://www.techinasia.com/jobs/b12739b9-f7ad-4a43-9062-adb25944aace","Sr. IT Data Base Engineer","MC Payment Indonesia","Jakarta, Indonesia","MySQL, Databases, SQL Server, Oracle, PostgreSQL"
"https://www.techinasia.com/jobs/f25190b3-24f6-4bea-8210-947beaf38f62","Quality Assurance Manual Specialist","TIXid","Jakarta, Indonesia (Remote)","SQL, APIs, Communication Skills"
"https://www.techinasia.com/jobs/b97aa6cd-3183-4ba9-9a25-6f8d1c20c1fd","Freelance Livestreamer","CrediBook","Jakarta, Indonesia","Digital Marketing, Marketing Strategy, Marketing Content"
"https://www.techinasia.com/jobs/8fa810d3-f981-4974-98fd-7ba37e6532d9","Machine Learning Engineer","Moladin Digital Indonesia","Jakarta, Indonesia (Remote)","Artificial Intelligence (AI), Python, English Language, Software Design, Data Science, Machine Learning"
"https://www.techinasia.com/jobs/a484822e-ddb3-4f34-90e7-c341b2858c3f","Lead Data Scientist","Moladin Digital Indonesia","Jakarta, Indonesia (Remote)","Artificial Intelligence (AI), Machine Learning, Data Science, Github, Analytics & Reporting, Data Visualization, Microsoft PowerPoint, Tableau, Problem Solving, Communication Skills, Leadership"
"https://www.techinasia.com/jobs/bc6e54b2-d623-4849-9f97-d510a22b55b3","VP of Product","Rey.id","Jakarta, Indonesia (Remote)","Product Management, Product Strategy, Technology"
"https://www.techinasia.com/jobs/f8b1269a-15a7-48c9-b68f-61cec0b81edd","Faculty Member of DKV Creative Advertising","Bina Nusantara Group","Jakarta, Indonesia","Communication Skills, Digital Marketing, Adobe Photoshop, Content Marketing"
"https://www.techinasia.com/jobs/abcb81d7-47a0-467a-a0a6-e3721010babb","Human Resource Manager","Pintar Ventura Group","Jakarta, Indonesia","Human Resources, Talent Acquisition, English Language, People Management"
"https://www.techinasia.com/jobs/8d346edb-469a-49ec-b979-d35846c42332","Strategic Partnership Intern","Mekari","Jakarta, Indonesia","Marketing Communications, Marketing Strategy, Communication Skills, Content Marketing, Digital Marketing, Strategic Partnerships"
"https://www.techinasia.com/jobs/151d2758-5912-4039-b0cf-158c5b2426ca","DevOps Engineer","Dropsuite","Bandung, Java, Indonesia","Java, PHP, Python, MySQL, Adobe Photoshop, HTML5, CSS3"
"https://www.techinasia.com/jobs/0c0e2d90-f6a7-46ae-8de5-c31096ba8dff","Marketing Admin","Hangry","Jakarta, Indonesia","System Administration, Marketing Communications, Communication Skills,a Social Media Marketing, Microsoft Office"
"https://www.techinasia.com/jobs/0514bf51-2b24-4638-8d9e-4a95afde0c73","Document Control","Hangry","Jakarta, Indonesia","Data Analysis, Data Entry, System Administration, Communication Skills"
"https://www.techinasia.com/jobs/f7611387-d6c6-4d82-b664-22acfeaf9a6c","Backend Engineer","Hangry","Jakarta, Indonesia","Technology, Python, Node.js, Information Technology"
"https://www.techinasia.com/jobs/f4410767-034a-49f5-97f9-e34861aa42f0","Software Architect","Aplikasi Super","Tangerang, Indonesia","Amazon Web Services (AWS), Redis, Cloud Computing, MySQL"
"https://www.techinasia.com/jobs/a074bf95-daef-4042-86ff-ce12ce2823ff","Senior Growth Manager","Little Joy Indonesia","Jakarta, Indonesia","Business Development & Partnerships, Marketing Strategy, Business Analysis, Project Management"
"https://www.techinasia.com/jobs/149663df-463c-474e-bc47-cf60d707c244","Brand Activation & Growth","Little Joy Indonesia","Jakarta, Indonesia","Content Marketing, Product Management, Sales & Marketing, Project Management"
"https://www.techinasia.com/jobs/23d635b9-5397-4948-a1ca-96d79e6fec20","Community & Reseller Lead","Little Joy Indonesia","Jakarta, Indonesia","Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Digital Marketing, Sales & Marketing"
"https://www.techinasia.com/jobs/efb1a69c-98f3-449a-acdc-4c78be6abf18","Strategic Partnership Intern (Bandung-based)","Bobobox Indonesia","Bandung, Java, Indonesia","Business Development & Partnerships, Strategic Partnerships"
"https://www.techinasia.com/jobs/207cfb33-c0e2-4ab0-9648-61f633aa18dd","Intern Content Creator","Lifepack","Jakarta, Indonesia","Video Creation, Content Marketing, Content Management, Content Creation, Content Strategy"
"https://www.techinasia.com/jobs/a2f87150-0998-4dbd-b9a3-ef66cb17bdb1","Revenue Intern (Bandung-based)","Bobobox Indonesia","Bandung, Java, Indonesia","Sales & Marketing, Business Development, Analytics & Reporting"
"https://www.techinasia.com/jobs/e517e0c5-fc3b-42db-a955-5fe8f175326e","Head of Sales & Marketing","PT WIR Asia Tbk","Jakarta, Indonesia","Sales & Marketing, Sales Strategy & Management, Communication Skills"
"https://www.techinasia.com/jobs/6d005b05-d913-417d-98ab-fa312c984da9","Operations Excellent","Octopus Indonesia","Jakarta, Indonesia","Operations Management, Business Operations"
"https://www.techinasia.com/jobs/4fa9bf33-afd5-4136-aa7c-bb39d5b50f85","Backend SDE","Halodoc ID","Jakarta, Indonesia","Backend Development, MySQL Databases, Java, Golang, Software Engineering, PostgreSQL, Software Development"
"https://www.techinasia.com/jobs/98f2bfbf-1d69-4d0e-b7fc-db88a68364cb","Back End Developer - Java Spring","PT Virtue Digital Indonesia","Jakarta, Indonesia (Remote)","MySQL, Java, REST APIs, NoSQL, PostgreSQL, Spring, APIs"
"https://www.techinasia.com/jobs/1648401e-c2b1-4d53-a24d-a79eb28d6f44","Product Quality Manager","Bibit","Jakarta, Indonesia (Remote)","Python, Java, MySQL, HTML5, CSS3, Communication Skills, Product Management"
"https://www.techinasia.com/jobs/e14f847e-39a1-4a84-9931-7014029ec52f","Software Development Engineer in Test (SDET)","Stockbit","Jakarta, Indonesia (Remote)","Blockchain, Selenium, Software Development"
"https://www.techinasia.com/jobs/1b81e601-3b62-4f69-84eb-204498822d3c","QA Engineer","Stockbit","Jakarta, Indonesia (Remote)","Test Automation, Automation, QA"
"https://www.techinasia.com/jobs/ab2e8f94-4f03-4730-b4e5-30d8edfa5546","UI/UX Lecturer International","Purwadhika Digital Technology School","Tangerang, Indonesia","UI/UX Design"
"https://www.techinasia.com/jobs/6a3448c0-06ae-463e-8fa5-4445870489a1","Sales Manager B2B","AKAR INTI ENTERPRISE","Jakarta, Indonesia","Sales & Marketing, Digital Marketing, Business Development, Business Development & Partnerships, Business Analysis, Sales Strategy & Management"
"https://www.techinasia.com/jobs/0a3d75d2-8970-46a2-a5a6-c9abf4eaea2a","Junior Telesales","Andalin","Surabaya, Indonesia","Cold Calling, Business Development, Sales & Marketing, Inside Sales"
"https://www.techinasia.com/jobs/e51272ff-ab98-4f2b-94ff-9f9e97507397","International Sales","Andalin","Jakarta, Indonesia","Sales & Marketing, International Business, Sales Strategy & Management"
"https://www.techinasia.com/jobs/1f18ce6d-5337-45cb-815f-ab6bb3ba4158","Senior Business Intelligence Analyst","Halodoc ID","Jakarta, Indonesia","SQL, Data Analysis, Data Management, Data Visualization"
"https://www.techinasia.com/jobs/36094bc1-3537-4cef-9a9c-c0dc8c4cec90","Business Intelligence Analyst","Halodoc ID","Jakarta, Indonesia","Data Analysis, Data Visualization, Data Management, SQL"
"https://www.techinasia.com/jobs/9429ea4f-37ce-4dee-8c4b-d96af6e0753c","Junior Performance Marketing Consultant","Ematic Solutions","Jakarta, Indonesia","Digital Marketing, Business Development, Marketing Communications, Marketing Strategy, Communication Skills"
"https://www.techinasia.com/jobs/09508668-c223-49db-b197-595c32e67183","Head of Marketing and PR","Koltiva","Jakarta, Indonesia","Marketing Strategy, Public Relations"
"https://www.techinasia.com/jobs/2ac2a129-2d3e-42e9-b230-f05549cea5dc","Product Management Lecturer","Purwadhika Digital Technology School","Tangerang, Indonesia","Product Development, Product Management, Product Design"
"https://www.techinasia.com/jobs/c0d93063-4ce7-4372-85ba-dbe02b227331","Corporate Communication Intern","Bobobox Indonesia","Jakarta, Indonesia","Communication Skills, Public Relations, Presentation Skills"
"https://www.techinasia.com/jobs/13b60225-5fb5-4bc7-897f-2adfa22bb3e4","Front End Web Designer","Pineappletech Multi Cemerlang","Jakarta, Indonesia","HTML, CSS, HTML5, CSS3, Bootstrap"
"https://www.techinasia.com/jobs/306624c8-0712-48e3-bc6b-3443fa072e68","Web Developer","detik.com","Jakarta, Indonesia","HTML, CSS, MySQL, Javascript, PHP, Web Development, Linux"
"https://www.techinasia.com/jobs/5ceca5dd-a330-4a76-82c9-aac0765cdfb7","Brand Activation Manager","PT Wahana Semesta Ilmu","Jakarta, Indonesia","Presentation Skills, Marketing Strategy, Community Management, Content Marketing, Digital Marketing, Business Development, Leadership, Public Speaking & Presentations, Digital Strategy, Communication Skills, Brand Management, Design Management, Marketing, English Language, Communications, Cross-Functional, Team Leadership, Marketing Communications, Brand Design & Strategy Digital Media"
"https://www.techinasia.com/jobs/decb4739-af5b-488b-9c5b-7f8b9bfad33e","Digital Marketing Manager","Gokomodo","Jakarta, Indonesia","Digital Marketing, Marketing Strategy, Marketing"
"https://www.techinasia.com/jobs/39abc357-6a0e-481f-b334-9e4243962d26","Product Manager","Member.id","Jakarta, Indonesia","Business Development & Partnerships, Business Analysis, Product Management, Project Management"
"https://www.techinasia.com/jobs/6c1e253b-ef8a-4cf4-8196-c64f096942f1","UI / UX Designer","Member.id","Jakarta, Indonesia","UI/UX Design, Graphic Design, User Interface (UI) Design, User Experience (UX) Design"
